Order id,Product,Quantity Ordered,Cost Price,Selling Price,Order Date,Location
179377,USB-C Charging Cable,1,11.17,11.95,04/18/19 19:29,Nashik
179377,AA Batteries (4-pack),1,3.52,3.84,04/18/19 19:29,Nashik
179378,AA Batteries (4-pack),1,3.49,3.84,04-09-2019 10:30,Chennai
179379,Google Phone,1,545.45,600,04-12-2019 15:28,Pune
179379,Bose SoundSport Headphones,1,98.03,99.99,04-12-2019 15:28,Nashik
179380,Apple Airpods Headphones,1,145.63,150,04-07-2019 04:37,Chennai
179381,Lightning Charging Cable,1,14.51,14.95,04/29/19 16:22,Chennai
179382,Apple Airpods Headphones,1,148.51,150,04-11-2019 14:58,Chennai
179383,AA Batteries (4-pack),1,3.8,3.84,04/14/19 16:50,Nashik
179384,AAA Batteries (4-pack),5,2.82,2.99,04/21/19 05:05,Chennai
179385,Lightning Charging Cable,1,13.84,14.95,04-02-2019 22:40,Delhi
179386,Apple Airpods Headphones,1,137.61,150,04/15/19 07:01,Delhi
179387,Bose SoundSport Headphones,1,96.14,99.99,04/22/19 22:32,Mumbai
179388,iPhone,1,693.07,700,04/24/19 10:22,Pune
179389,34in Ultrawide Monitor,1,365.38,379.99,04/25/19 20:04,Chennai
179390,AA Batteries (4-pack),1,3.49,3.84,04/21/19 14:13,Delhi
179391,Bose SoundSport Headphones,1,97.08,99.99,04/18/19 00:47,Delhi
179392,AAA Batteries (4-pack),1,2.79,2.99,04-03-2019 16:05,Nashik
179393,AAA Batteries (4-pack),3,2.74,2.99,04/14/19 10:39,Mumbai
179394,Bose SoundSport Headphones,1,95.23,99.99,04-10-2019 14:29,Pune
179395,Lightning Charging Cable,1,14.51,14.95,04/15/19 17:23,Mumbai
179396,AAA Batteries (4-pack),1,2.82,2.99,04/22/19 15:51,Mumbai
179397,Bose SoundSport Headphones,1,96.14,99.99,04/19/19 12:19,Mumbai
179398,AAA Batteries (4-pack),1,2.79,2.99,04-06-2019 09:33,Delhi
179399,AA Batteries (4-pack),2,3.76,3.84,04/15/19 20:13,Nashik
179400,Macbook Pro Laptop,1,1634.62,1700,04-09-2019 07:05,Pune
179401,USB-C Charging Cable,1,11.72,11.95,04/14/19 19:41,Delhi
179402,27in 4K Gaming Monitor,1,364.48,389.99,04-08-2019 12:12,Pune
179403,AA Batteries (4-pack),1,3.56,3.84,04/16/19 08:18,Mumbai
179404,Bose SoundSport Headphones,1,93.45,99.99,04/26/19 10:47,Nashik
179405,Bose SoundSport Headphones,1,95.23,99.99,04/23/19 13:03,Chennai
179406,Google Phone,1,555.56,600,04-01-2019 14:06,Nashik
179407,Wired Headphones,1,11.21,11.99,04/16/19 19:13,Chennai
179408,USB-C Charging Cable,1,11.49,11.95,04-11-2019 20:43,Mumbai
179409,34in Ultrawide Monitor,1,372.54,379.99,04/24/19 13:40,Pune
179410,AAA Batteries (4-pack),1,2.9,2.99,04-02-2019 12:09,Pune
179411,34in Ultrawide Monitor,1,348.61,379.99,04/22/19 09:02,Pune
179412,Google Phone,1,545.45,600,04-09-2019 10:53,Chennai
179413,AAA Batteries (4-pack),2,2.93,2.99,04/28/19 13:10,Nashik
179414,AAA Batteries (4-pack),2,2.74,2.99,04-10-2019 18:54,Pune
179415,Macbook Pro Laptop,1,1588.79,1700,04-12-2019 16:56,Nashik
179416,AAA Batteries (4-pack),2,2.88,2.99,04-11-2019 23:04,Chennai
179417,Macbook Pro Laptop,1,1619.05,1700,04/23/19 19:23,Delhi
179418,iPhone,1,654.21,700,04/21/19 18:17,Chennai
179419,Wired Headphones,1,11.1,11.99,04-09-2019 17:20,Delhi
179420,Wired Headphones,1,11.31,11.99,04-08-2019 20:12,Pune
179421,Google Phone,1,582.52,600,04/25/19 19:04,Chennai
179422,Wired Headphones,1,11.42,11.99,04/28/19 18:32,Nashik
179423,Flatscreen TV,1,291.26,300,04/25/19 16:58,Nashik
179424,Bose SoundSport Headphones,1,93.45,99.99,04/19/19 15:19,Chennai
179425,AA Batteries (4-pack),1,3.66,3.84,04/26/19 17:00,Mumbai
179426,ThinkPad Laptop,1,925.92,999.99,04/24/19 21:30,Delhi
179427,Lightning Charging Cable,2,13.59,14.95,04/29/19 16:14,Pune
179428,Lightning Charging Cable,1,13.72,14.95,04/16/19 21:46,Delhi
179429,Lightning Charging Cable,1,14.38,14.95,04/28/19 10:52,Pune
179430,AAA Batteries (4-pack),1,2.93,2.99,04/29/19 18:46,Chennai
179431,AA Batteries (4-pack),1,3.76,3.84,04/14/19 07:59,Mumbai
179432,Apple Airpods Headphones,1,136.36,150,04/29/19 11:04,Mumbai
179433,Apple Airpods Headphones,1,138.89,150,04/22/19 18:54,Nashik
179434,Macbook Pro Laptop,1,1559.63,1700,04/24/19 14:26,Chennai
179434,20in Monitor,1,103.76,109.99,04/24/19 14:26,Nashik
179435,LG Washing Machine,1,582.52,600,04/21/19 16:50,Mumbai
179436,Lightning Charging Cable,1,14.24,14.95,04-11-2019 15:12,Nashik
179437,34in Ultrawide Monitor,1,345.45,379.99,04/27/19 21:26,Nashik
179438,iPhone,1,648.15,700,04/14/19 19:16,Mumbai
179439,AAA Batteries (4-pack),2,2.96,2.99,04/28/19 17:34,Pune
179440,Lightning Charging Cable,1,14.51,14.95,04/24/19 14:28,Chennai
179441,USB-C Charging Cable,1,11.38,11.95,04-09-2019 22:02,Chennai
179442,Wired Headphones,1,11.31,11.99,04/20/19 15:16,Nashik
179443,27in 4K Gaming Monitor,1,367.92,389.99,04/28/19 13:52,Chennai
179444,Wired Headphones,1,11.64,11.99,04-11-2019 22:28,Mumbai
179445,Bose SoundSport Headphones,1,93.45,99.99,04/16/19 12:55,Pune
179446,AAA Batteries (4-pack),3,2.93,2.99,04/28/19 10:47,Pune
179447,Wired Headphones,1,11.31,11.99,04/14/19 21:46,Nashik
179448,Lightning Charging Cable,1,14.38,14.95,04/24/19 10:52,Delhi
179449,Wired Headphones,1,11.31,11.99,04-08-2019 16:03,Delhi
179450,Lightning Charging Cable,1,14.66,14.95,04/28/19 21:47,Chennai
179451,AAA Batteries (4-pack),1,2.96,2.99,04/28/19 14:38,Chennai
179452,AAA Batteries (4-pack),1,2.88,2.99,04/30/19 11:27,Pune
179453,iPhone,1,686.27,700,04/19/19 15:18,Chennai
179453,Wired Headphones,1,10.9,11.99,04/19/19 15:18,Mumbai
179454,Wired Headphones,1,11,11.99,04-01-2019 09:48,Chennai
179455,USB-C Charging Cable,1,11.17,11.95,04/17/19 03:50,Pune
179456,AA Batteries (4-pack),1,3.66,3.84,04/26/19 13:35,Chennai
179457,Apple Airpods Headphones,1,145.63,150,04/19/19 14:20,Chennai
179458,Apple Airpods Headphones,1,147.06,150,04/30/19 11:24,Delhi
179459,Wired Headphones,1,10.9,11.99,04/27/19 14:46,Chennai
179460,Lightning Charging Cable,1,13.84,14.95,04/23/19 17:46,Mumbai
179461,Bose SoundSport Headphones,1,91.73,99.99,04-09-2019 11:32,Delhi
179462,AAA Batteries (4-pack),1,2.88,2.99,04/22/19 12:38,Pune
179463,Apple Airpods Headphones,1,144.23,150,04/18/19 18:44,Chennai
179464,Wired Headphones,2,11,11.99,04-09-2019 09:01,Mumbai
179465,34in Ultrawide Monitor,1,361.9,379.99,04/25/19 14:33,Delhi
179466,Bose SoundSport Headphones,1,94.33,99.99,04-11-2019 23:01,Nashik
179467,Bose SoundSport Headphones,1,93.45,99.99,04/17/19 08:33,Nashik
179468,Google Phone,1,560.75,600,04-04-2019 13:52,Chennai
179469,AA Batteries (4-pack),3,3.49,3.84,04-04-2019 17:53,Pune
179470,AA Batteries (4-pack),2,3.56,3.84,04/16/19 11:31,Chennai
179471,34in Ultrawide Monitor,1,358.48,379.99,04/13/19 13:19,Chennai
179472,Apple Airpods Headphones,1,138.89,150,04/16/19 22:28,Mumbai
179473,Bose SoundSport Headphones,1,96.14,99.99,04/24/19 03:25,Mumbai
179474,USB-C Charging Cable,2,11.06,11.95,04-10-2019 11:50,Mumbai
179475,Google Phone,1,566.04,600,04/19/19 02:20,Pune
179476,USB-C Charging Cable,1,11.83,11.95,04/14/19 18:55,Nashik
179477,AAA Batteries (4-pack),1,2.9,2.99,04-06-2019 16:38,Mumbai
179478,20in Monitor,1,102.79,109.99,04/15/19 08:11,Chennai
179479,Flatscreen TV,1,283.02,300,04-06-2019 11:13,Mumbai
179480,LG Dryer,1,566.04,600,04/13/19 11:49,Delhi
179481,Bose SoundSport Headphones,1,96.14,99.99,04/16/19 16:33,Mumbai
179482,Apple Airpods Headphones,1,145.63,150,04/30/19 09:36,Mumbai
179483,AAA Batteries (4-pack),1,2.9,2.99,04/23/19 11:22,Nashik
179484,USB-C Charging Cable,1,11.06,11.95,04/28/19 22:17,Mumbai
179485,Vareebadd Phone,1,366.97,400,04/30/19 11:29,Nashik
179485,USB-C Charging Cable,1,11.6,11.95,04/30/19 11:29,Nashik
179486,34in Ultrawide Monitor,1,376.23,379.99,04-09-2019 20:15,Chennai
179487,Bose SoundSport Headphones,1,94.33,99.99,04/19/19 20:34,Nashik
179488,Lightning Charging Cable,1,13.97,14.95,04/29/19 13:33,Delhi
179489,USB-C Charging Cable,1,10.86,11.95,04/24/19 21:25,Nashik
179490,USB-C Charging Cable,1,11.83,11.95,04-12-2019 22:10,Pune
179491,LG Dryer,1,550.46,600,04-10-2019 08:55,Delhi
179492,Lightning Charging Cable,1,14.1,14.95,04/17/19 17:58,Pune
179493,Apple Airpods Headphones,1,137.61,150,04-12-2019 17:44,Pune
179494,Wired Headphones,2,11.1,11.99,04/14/19 15:38,Chennai
179495,AA Batteries (4-pack),1,3.8,3.84,04/14/19 22:50,Mumbai
179496,iPhone,1,673.08,700,04/21/19 07:26,Chennai
179497,USB-C Charging Cable,1,10.86,11.95,04/27/19 06:34,Pune
179498,Flatscreen TV,1,288.46,300,04/17/19 19:20,Mumbai
179499,USB-C Charging Cable,1,11.38,11.95,04-09-2019 15:52,Chennai
179500,Macbook Pro Laptop,1,1574.07,1700,04-12-2019 22:19,Pune
179501,Apple Airpods Headphones,1,137.61,150,04-06-2019 23:59,Delhi
179502,LG Dryer,1,571.43,600,04-06-2019 19:06,Delhi
179503,27in FHD Monitor,1,144.22,149.99,04/14/19 16:43,Chennai
179504,AAA Batteries (4-pack),1,2.74,2.99,04-01-2019 17:31,Chennai
179505,Flatscreen TV,1,272.73,300,04/25/19 18:21,Mumbai
179506,Apple Airpods Headphones,1,145.63,150,04/18/19 09:43,Delhi
179507,Flatscreen TV,1,291.26,300,04-06-2019 21:56,Mumbai
179508,Wired Headphones,1,11.75,11.99,04/26/19 07:36,Chennai
179509,Apple Airpods Headphones,1,142.86,150,04/15/19 13:04,Chennai
179510,AA Batteries (4-pack),1,3.56,3.84,04/27/19 00:21,Chennai
179511,AA Batteries (4-pack),1,3.8,3.84,04-02-2019 00:31,Chennai
179512,Wired Headphones,1,11,11.99,04/13/19 21:03,Chennai
179513,Macbook Pro Laptop,1,1574.07,1700,04-01-2019 23:41,Pune
179514,Google Phone,1,582.52,600,04/26/19 16:05,Mumbai
179514,USB-C Charging Cable,1,11.38,11.95,04/26/19 16:05,Mumbai
179515,27in FHD Monitor,1,138.88,149.99,04-01-2019 21:13,Nashik
179516,AAA Batteries (4-pack),1,2.93,2.99,04-11-2019 07:35,Mumbai
179517,27in 4K Gaming Monitor,1,382.34,389.99,04/13/19 21:24,Delhi
179518,USB-C Charging Cable,1,11.72,11.95,04-01-2019 19:23,Delhi
179519,Lightning Charging Cable,1,14.66,14.95,04/23/19 09:47,Pune
179520,Apple Airpods Headphones,1,136.36,150,04/23/19 02:58,Pune
179521,Google Phone,1,576.92,600,04/24/19 19:12,Mumbai
179522,Wired Headphones,1,11.21,11.99,04/16/19 11:05,Chennai
179523,USB-C Charging Cable,1,11.6,11.95,04-11-2019 19:57,Chennai
179524,Lightning Charging Cable,1,14.24,14.95,04/19/19 13:22,Mumbai
179525,27in FHD Monitor,1,140.18,149.99,04/20/19 22:51,Mumbai
179526,AAA Batteries (4-pack),2,2.85,2.99,04/21/19 16:47,Nashik
179527,27in FHD Monitor,1,142.85,149.99,04/18/19 18:53,Mumbai
179528,27in FHD Monitor,1,141.5,149.99,04/15/19 17:23,Nashik
179529,34in Ultrawide Monitor,1,365.38,379.99,04/21/19 17:08,Delhi
179530,Google Phone,1,566.04,600,04-03-2019 17:32,Mumbai
179530,USB-C Charging Cable,1,11.72,11.95,04-03-2019 17:32,Delhi
179531,Apple Airpods Headphones,1,136.36,150,04-12-2019 21:53,Pune
179532,Lightning Charging Cable,1,13.97,14.95,04-10-2019 12:51,Delhi
179533,USB-C Charging Cable,1,11.17,11.95,04/20/19 14:05,Pune
179534,AA Batteries (4-pack),1,3.62,3.84,04/15/19 11:14,Nashik
179535,20in Monitor,1,103.76,109.99,04/13/19 17:47,Mumbai
179536,USB-C Charging Cable,1,11.27,11.95,04/27/19 08:42,Pune
179537,27in FHD Monitor,1,144.22,149.99,04/29/19 18:07,Nashik
179538,Vareebadd Phone,1,396.04,400,04-04-2019 20:48,Delhi
179538,Bose SoundSport Headphones,1,97.08,99.99,04-04-2019 20:48,Mumbai
179539,27in FHD Monitor,1,137.61,149.99,04/27/19 17:42,Mumbai
179540,iPhone,1,666.67,700,04-11-2019 12:53,Pune
179540,Lightning Charging Cable,1,13.97,14.95,04-11-2019 12:53,Chennai
179541,Bose SoundSport Headphones,1,96.14,99.99,04/27/19 12:54,Nashik
179542,Bose SoundSport Headphones,1,96.14,99.99,04/24/19 01:38,Delhi
179543,Wired Headphones,1,11.21,11.99,04-04-2019 11:47,Nashik
179544,Wired Headphones,1,11.1,11.99,04-03-2019 16:22,Pune
179544,Flatscreen TV,1,297.03,300,04-03-2019 16:22,Pune
179545,AAA Batteries (4-pack),1,2.82,2.99,04-10-2019 11:07,Pune
179546,Apple Airpods Headphones,1,136.36,150,04/25/19 20:17,Nashik
179547,27in FHD Monitor,1,145.62,149.99,04/28/19 03:45,Delhi
179548,AAA Batteries (4-pack),1,2.93,2.99,04/19/19 09:46,Chennai
179549,Lightning Charging Cable,1,14.51,14.95,04-02-2019 15:35,Delhi
179550,ThinkPad Laptop,1,909.08,999.99,04-07-2019 12:48,Mumbai
179551,27in FHD Monitor,1,142.85,149.99,04/26/19 10:37,Mumbai
179552,AAA Batteries (4-pack),2,2.82,2.99,04-08-2019 10:25,Nashik
179553,Lightning Charging Cable,1,14.8,14.95,04/20/19 20:33,Nashik
179554,Wired Headphones,1,11.1,11.99,04/15/19 22:04,Nashik
179555,Bose SoundSport Headphones,1,95.23,99.99,04-04-2019 14:39,Nashik
179556,AAA Batteries (4-pack),1,2.77,2.99,04/26/19 21:30,Chennai
179557,AAA Batteries (4-pack),2,2.82,2.99,04/26/19 13:25,Mumbai
179558,AA Batteries (4-pack),1,3.69,3.84,04/27/19 16:56,Delhi
179559,AA Batteries (4-pack),1,3.49,3.84,04-08-2019 09:10,Pune
179560,AAA Batteries (4-pack),1,2.77,2.99,04/19/19 01:58,Nashik
179561,USB-C Charging Cable,1,11.17,11.95,04/13/19 08:37,Delhi
179562,Wired Headphones,1,11.21,11.99,04-05-2019 12:35,Delhi
179563,USB-C Charging Cable,1,11.17,11.95,04/13/19 20:19,Pune
179564,Lightning Charging Cable,1,14.51,14.95,04-07-2019 21:25,Delhi
179565,AAA Batteries (4-pack),1,2.93,2.99,04/13/19 21:41,Nashik
179566,AA Batteries (4-pack),1,3.66,3.84,04/24/19 13:20,Mumbai
179567,AA Batteries (4-pack),1,3.66,3.84,04-10-2019 02:42,Pune
179568,Macbook Pro Laptop,1,1588.79,1700,04/18/19 20:32,Nashik
179569,34in Ultrawide Monitor,1,345.45,379.99,04-11-2019 18:34,Mumbai
179570,USB-C Charging Cable,1,11.49,11.95,04/24/19 10:50,Pune
179571,Bose SoundSport Headphones,1,99,99.99,04/30/19 10:08,Chennai
179572,Bose SoundSport Headphones,1,90.9,99.99,04-02-2019 22:28,Nashik
179573,Google Phone,1,582.52,600,04-11-2019 20:52,Pune
179574,USB-C Charging Cable,1,11.72,11.95,04/21/19 16:16,Mumbai
179575,USB-C Charging Cable,1,10.96,11.95,04/25/19 02:10,Nashik
179576,AAA Batteries (4-pack),1,2.82,2.99,04-03-2019 20:15,Pune
179577,Wired Headphones,1,11,11.99,04/30/19 10:55,Nashik
179578,27in 4K Gaming Monitor,1,364.48,389.99,04-09-2019 03:09,Nashik
179579,27in 4K Gaming Monitor,1,382.34,389.99,04-01-2019 17:18,Chennai
179580,Lightning Charging Cable,1,14.8,14.95,04/23/19 14:53,Delhi
179581,27in 4K Gaming Monitor,1,382.34,389.99,04/21/19 10:21,Nashik
179582,Lightning Charging Cable,1,13.97,14.95,04-01-2019 12:24,Mumbai
179583,Lightning Charging Cable,1,14.1,14.95,04-07-2019 08:06,Pune
179584,AA Batteries (4-pack),1,3.66,3.84,04-01-2019 19:50,Chennai
179585,Flatscreen TV,1,291.26,300,04-01-2019 14:59,Nashik
179586,34in Ultrawide Monitor,1,368.92,379.99,04/21/19 16:20,Pune
179587,Wired Headphones,1,11,11.99,04/29/19 06:59,Mumbai
179588,AAA Batteries (4-pack),2,2.93,2.99,04/23/19 11:44,Delhi
179589,AA Batteries (4-pack),1,3.62,3.84,04/25/19 23:23,Mumbai
179590,AAA Batteries (4-pack),2,2.96,2.99,04-02-2019 10:38,Chennai
179591,AAA Batteries (4-pack),2,2.79,2.99,04/25/19 12:23,Pune
179592,AAA Batteries (4-pack),2,2.74,2.99,04/22/19 11:34,Chennai
179593,20in Monitor,1,106.79,109.99,04/29/19 07:23,Delhi
179594,27in 4K Gaming Monitor,1,364.48,389.99,04/20/19 12:25,Chennai
179595,LG Washing Machine,1,576.92,600,04/13/19 19:35,Delhi
179596,Wired Headphones,1,11,11.99,04/26/19 10:01,Nashik
179597,Wired Headphones,1,11.42,11.99,04/16/19 07:18,Delhi
179598,AA Batteries (4-pack),1,3.66,3.84,04/16/19 17:06,Delhi
179599,AAA Batteries (4-pack),2,2.79,2.99,04-02-2019 23:29,Pune
179600,Google Phone,1,560.75,600,04/27/19 11:51,Nashik
179601,Wired Headphones,1,11.1,11.99,04/24/19 23:52,Mumbai
179602,27in 4K Gaming Monitor,1,364.48,389.99,04-04-2019 10:13,Delhi
179603,27in 4K Gaming Monitor,1,382.34,389.99,04/15/19 09:40,Pune
179604,AAA Batteries (4-pack),3,2.9,2.99,04-06-2019 19:42,Pune
179605,Vareebadd Phone,1,366.97,400,04-02-2019 20:03,Delhi
179606,AA Batteries (4-pack),3,3.59,3.84,04/25/19 09:15,Chennai
179607,Macbook Pro Laptop,1,1683.17,1700,04/23/19 19:23,Nashik
179608,LG Washing Machine,1,571.43,600,04/13/19 14:16,Pune
179609,AA Batteries (4-pack),1,3.69,3.84,04/26/19 20:09,Delhi
179610,Flatscreen TV,1,272.73,300,04/20/19 18:52,Mumbai
179611,AA Batteries (4-pack),1,3.66,3.84,04/20/19 14:48,Nashik
179612,20in Monitor,1,105.76,109.99,04/18/19 17:54,Pune
179613,Wired Headphones,1,11.75,11.99,04/19/19 20:07,Mumbai
179614,27in FHD Monitor,1,147.05,149.99,04-10-2019 21:30,Nashik
179615,AAA Batteries (4-pack),1,2.74,2.99,04/16/19 23:41,Delhi
179616,iPhone,1,654.21,700,04-04-2019 19:04,Nashik
179617,Apple Airpods Headphones,1,144.23,150,04/13/19 23:24,Chennai
179618,iPhone,1,673.08,700,04/21/19 10:28,Mumbai
179619,AA Batteries (4-pack),5,3.73,3.84,04-03-2019 10:50,Pune
179620,Lightning Charging Cable,1,14.8,14.95,04/17/19 18:57,Pune
179621,Lightning Charging Cable,1,13.97,14.95,04/17/19 14:20,Pune
179622,Apple Airpods Headphones,1,145.63,150,04/24/19 08:58,Nashik
179623,AAA Batteries (4-pack),1,2.74,2.99,04/26/19 17:52,Pune
179624,AA Batteries (4-pack),1,3.52,3.84,04-09-2019 05:04,Chennai
179625,USB-C Charging Cable,1,11.83,11.95,04/24/19 17:41,Chennai
179626,USB-C Charging Cable,1,10.86,11.95,04/27/19 23:26,Pune
179627,Wired Headphones,1,11.75,11.99,04/15/19 15:49,Delhi
179628,Wired Headphones,2,11.75,11.99,04-11-2019 23:26,Mumbai
179629,AA Batteries (4-pack),1,3.59,3.84,04/27/19 21:18,Delhi
179630,Bose SoundSport Headphones,1,95.23,99.99,04/25/19 15:44,Delhi
179631,Lightning Charging Cable,1,14.1,14.95,04/23/19 14:38,Nashik
179632,20in Monitor,1,104.75,109.99,04-06-2019 18:19,Pune
179633,AAA Batteries (4-pack),2,2.77,2.99,04/26/19 18:41,Delhi
179634,AA Batteries (4-pack),1,3.52,3.84,04/22/19 10:23,Mumbai
179635,USB-C Charging Cable,1,11.38,11.95,04-12-2019 11:35,Nashik
179636,Macbook Pro Laptop,1,1619.05,1700,04/26/19 12:46,Nashik
179637,AA Batteries (4-pack),1,3.56,3.84,04-05-2019 13:01,Delhi
179638,USB-C Charging Cable,1,11.83,11.95,04/14/19 15:04,Mumbai
179639,AAA Batteries (4-pack),2,2.93,2.99,04/22/19 20:35,Chennai
179640,Apple Airpods Headphones,1,138.89,150,04/15/19 20:02,Mumbai
179641,Lightning Charging Cable,1,14.66,14.95,04/18/19 09:47,Chennai
179642,AAA Batteries (4-pack),1,2.72,2.99,04/16/19 05:34,Delhi
179643,AA Batteries (4-pack),1,3.56,3.84,04/21/19 18:13,Chennai
179644,34in Ultrawide Monitor,1,376.23,379.99,04/28/19 10:40,Pune
179645,Bose SoundSport Headphones,1,96.14,99.99,04/23/19 16:44,Mumbai
179646,AA Batteries (4-pack),1,3.8,3.84,04/22/19 06:14,Pune
179647,AAA Batteries (4-pack),1,2.79,2.99,04/22/19 20:42,Delhi
179648,Bose SoundSport Headphones,1,90.9,99.99,04-08-2019 12:13,Chennai
179649,Apple Airpods Headphones,1,148.51,150,04-04-2019 16:08,Pune
179650,iPhone,1,693.07,700,04/26/19 18:53,Delhi
179651,27in 4K Gaming Monitor,1,386.13,389.99,04-05-2019 11:02,Nashik
179652,Apple Airpods Headphones,1,138.89,150,04-03-2019 10:56,Nashik
179653,AA Batteries (4-pack),3,3.49,3.84,04/15/19 16:53,Delhi
179653,Flatscreen TV,1,297.03,300,04/15/19 16:53,Delhi
179654,iPhone,1,660.38,700,04/14/19 17:28,Delhi
179655,iPhone,1,648.15,700,04-03-2019 23:50,Delhi
179656,27in 4K Gaming Monitor,1,378.63,389.99,04-11-2019 14:48,Nashik
179657,27in FHD Monitor,1,145.62,149.99,04/13/19 14:00,Delhi
179658,USB-C Charging Cable,1,11.06,11.95,04-10-2019 11:27,Mumbai
179659,AA Batteries (4-pack),2,3.49,3.84,04/20/19 12:32,Delhi
179660,27in FHD Monitor,1,145.62,149.99,04/27/19 15:58,Chennai
179661,27in 4K Gaming Monitor,1,361.1,389.99,04/23/19 21:26,Nashik
179662,AAA Batteries (4-pack),2,2.79,2.99,04/19/19 13:38,Mumbai
179663,USB-C Charging Cable,1,11.6,11.95,04/24/19 07:54,Mumbai
179664,Bose SoundSport Headphones,1,98.03,99.99,04-11-2019 15:26,Mumbai
179665,AAA Batteries (4-pack),2,2.74,2.99,04-06-2019 09:20,Mumbai
179666,Bose SoundSport Headphones,1,98.03,99.99,04/18/19 18:01,Pune
179667,Wired Headphones,1,11.31,11.99,04-02-2019 11:10,Mumbai
179668,Lightning Charging Cable,1,14.51,14.95,04/29/19 11:52,Pune
179669,iPhone,1,636.36,700,04/26/19 11:29,Pune
179670,AA Batteries (4-pack),1,3.52,3.84,04-08-2019 12:22,Chennai
179671,AA Batteries (4-pack),2,3.73,3.84,04-05-2019 19:49,Chennai
179672,AA Batteries (4-pack),1,3.52,3.84,04/30/19 13:22,Mumbai
179673,Wired Headphones,2,11,11.99,04/28/19 19:44,Delhi
179674,Lightning Charging Cable,1,14.8,14.95,04/15/19 12:23,Delhi
179675,Macbook Pro Laptop,1,1634.62,1700,04/15/19 18:12,Pune
179676,USB-C Charging Cable,1,11.83,11.95,04/13/19 01:08,Chennai
179677,USB-C Charging Cable,2,11.06,11.95,04-07-2019 08:49,Mumbai
179678,AA Batteries (4-pack),1,3.73,3.84,04-12-2019 16:55,Chennai
179679,USB-C Charging Cable,1,10.96,11.95,04/16/19 18:50,Pune
179680,Wired Headphones,1,11.31,11.99,04/24/19 19:51,Delhi
179681,USB-C Charging Cable,2,11.27,11.95,04-01-2019 19:20,Nashik
179682,Apple Airpods Headphones,1,137.61,150,04/29/19 11:36,Nashik
179683,Wired Headphones,1,11.31,11.99,04/25/19 15:26,Nashik
179684,Wired Headphones,1,11,11.99,04/23/19 19:37,Nashik
179685,Lightning Charging Cable,1,14.1,14.95,04/27/19 19:48,Nashik
179686,Lightning Charging Cable,1,14.38,14.95,04/17/19 11:45,Chennai
179687,Macbook Pro Laptop,1,1545.45,1700,04/16/19 13:56,Pune
179688,Lightning Charging Cable,1,14.66,14.95,04-11-2019 12:10,Chennai
179689,AAA Batteries (4-pack),1,2.96,2.99,04/14/19 18:47,Mumbai
179690,Bose SoundSport Headphones,1,96.14,99.99,04/28/19 17:35,Mumbai
179691,AAA Batteries (4-pack),1,2.74,2.99,04-07-2019 00:18,Nashik
179692,Bose SoundSport Headphones,1,90.9,99.99,04/22/19 18:36,Chennai
179693,27in FHD Monitor,1,148.5,149.99,04/25/19 10:38,Mumbai
179694,Wired Headphones,1,11,11.99,04/25/19 11:09,Delhi
179695,Lightning Charging Cable,1,14.38,14.95,04/19/19 13:10,Pune
179696,iPhone,1,648.15,700,04/20/19 18:41,Nashik
179697,AAA Batteries (4-pack),1,2.85,2.99,04/29/19 19:37,Mumbai
179698,USB-C Charging Cable,1,10.96,11.95,04-04-2019 12:16,Chennai
179699,Wired Headphones,1,11,11.99,04-03-2019 10:51,Mumbai
179700,Wired Headphones,1,11,11.99,04/26/19 10:02,Chennai
179701,AA Batteries (4-pack),1,3.59,3.84,04/14/19 15:01,Chennai
179702,USB-C Charging Cable,1,11.83,11.95,04/29/19 11:43,Nashik
179703,AA Batteries (4-pack),1,3.69,3.84,04/13/19 13:26,Delhi
179704,20in Monitor,1,99.99,109.99,04/14/19 01:55,Mumbai
179705,Lightning Charging Cable,1,14.1,14.95,04/26/19 13:04,Mumbai
179706,AAA Batteries (4-pack),2,2.96,2.99,04/30/19 06:08,Nashik
179707,AAA Batteries (4-pack),2,2.72,2.99,04-09-2019 00:07,Mumbai
179708,Lightning Charging Cable,1,14.38,14.95,04/25/19 19:48,Nashik
179709,AA Batteries (4-pack),1,3.66,3.84,04/26/19 14:24,Pune
179710,AA Batteries (4-pack),1,3.73,3.84,04/21/19 19:21,Nashik
179711,AA Batteries (4-pack),2,3.76,3.84,04/17/19 13:08,Mumbai
179712,USB-C Charging Cable,1,11.27,11.95,04/13/19 13:10,Chennai
179713,Macbook Pro Laptop,1,1545.45,1700,04/25/19 14:48,Chennai
179714,USB-C Charging Cable,1,10.96,11.95,04-01-2019 13:48,Nashik
179715,Wired Headphones,1,11.31,11.99,04-11-2019 16:31,Mumbai
179716,Lightning Charging Cable,1,14.66,14.95,04/30/19 18:05,Chennai
179717,Lightning Charging Cable,1,13.97,14.95,04-01-2019 11:09,Delhi
179718,LG Dryer,1,545.45,600,04/16/19 22:12,Delhi
179719,34in Ultrawide Monitor,1,348.61,379.99,04-03-2019 13:44,Pune
179720,AAA Batteries (4-pack),3,2.9,2.99,04/27/19 14:10,Pune
179721,Lightning Charging Cable,1,13.72,14.95,04/15/19 14:34,Delhi
179722,Apple Airpods Headphones,1,144.23,150,04/23/19 15:01,Delhi
179723,Wired Headphones,1,11.64,11.99,04-02-2019 08:45,Delhi
179724,AAA Batteries (4-pack),1,2.96,2.99,04/16/19 06:06,Pune
